diretor,ano,diretor_primeiro_nome,genero
Joseph Zito,1985,Joseph,male
Malcolm D. Lee,2005,Malcolm D.,NA
Wes Anderson,1998,Wes,male
Colin Strause,2010,Colin,male
Patricia Rozema,2008,Patricia,female
Mark Rosman,2005,Mark,male
Spike Lee,1990,Spike,male
Steve Oedekerk,2002,Steve,male
Ron Underwood,1990,Ron,male
Rob Schmidt,2003,Rob,male
Walter Hill,1980,Walter,male
James Foley,1999,James,male
Jeff Nichols,2012,Jeff,male
Robert Ben Garant,2007,Robert Ben,NA
Morgan Spurlock,2013,Morgan,male
Neal Brennan,2009,Neal,male
Tuck Tucker,2002,Tuck,NA
Richard Shepard,2005,Richard,male
Theodore Witcher,1997,Theodore,male
Joel Edgerton,2015,Joel,male
Jim Hanon,2005,Jim,male
Tommy O'Haver,2001,Tommy,male
Mike Judge,1999,Mike,male
Tim Burton,2014,Tim,male
Peter Berg,1998,Peter,male
Joe Nussbaum,2004,Joe,male
Brian De Palma,1984,Brian De,NA
Jorma Taccone,2010,Jorma,male
Elizabeth Banks,2013,Elizabeth,female
Jeff Lowell,2008,Jeff,male
Lorene Scafaria,2012,Lorene,female
Miguel Arteta,2011,Miguel,male
Tony Kaye,1998,Tony,male
Marcus Dunstan,2012,Marcus,male
Timothy Björklund,2004,Timothy,male
Scott Kalvert,2002,Scott,male
Jason Bateman,2013,Jason,male
Allan Arkush,1981,Allan,male
Mike Binder,2014,Mike,male
Eric Bross,2001,Eric,male
Werner Herzog,2006,Werner,male
Dan Fogelman,2015,Dan,male
Jay Duplass,2011,Jay,male
John Putch,2012,John,male
Steven Soderbergh,1999,Steven,male
Harley Cokeliss,1987,Harley,male
Tom Brady,2011,Tom,male
Spike Lee,2000,Spike,male
Jason Zada,2016,Jason,male
Franklin J. Schaffner,1981,Franklin J.,NA
Noah Baumbach,2014,Noah,male
Chris Weitz,2011,Chris,male
Eric Blakeney,2000,Eric,male
Ariel Vromen,2012,Ariel,male
William Friedkin,2011,William,male
Derrick Borte,2009,Derrick,male
Bob Odenkirk,2007,Bob,male
Joshua Seftel,2008,Joshua,male
Vincent Gallo,2003,Vincent,male
Jon Stewart,2014,Jon,male
Dan Harris,2004,Dan,male
Bobcat Goldthwait,2009,Bobcat,NA
Stuart Gordon,2005,Stuart,male
Alan Metter,1994,Alan,male
Jeb Stuart,2010,Jeb,male
Michael Radford,2014,Michael,male
Arthur Hiller,1997,Arthur,male
Michael Meredith,2009,Michael,male
Julio DePietro,2009,Julio,male
Katherine Dieckmann,2009,Katherine,female
Marcus Raboy,2009,Marcus,male
Scott Marshall,2007,Scott,male
Michael Clancy,2004,Michael,male
Patrick Lussier,2007,Patrick,male
Jason Connery,2009,Jason,male
Jim Issa,2010,Jim,male
Douglas Aarniokoski,2013,Douglas,male
Greg Mottola,2009,Greg,male
Andy Garcia,2005,Andy,male
Steve Carr,2000,Steve,male
Gary Sherman,1988,Gary,male
Valeri Milev,2015,Valeri,female
Stanley Kramer,1963,Stanley,male
Jared Hess,2009,Jared,male
David Hackl,2015,David,male
Tobe Hooper,1974,Tobe,male
Floria Sigismondi,2010,Floria,female
Norman Jewison,1971,Norman,male
Joseph Kahn,2011,Joseph,male
F. Gary Gray,1996,F. Gary,NA
Malcolm D. Lee,1999,Malcolm D.,NA
Tom Holland,1988,Tom,male
Michael Moore,2007,Michael,male
James DeMonaco,2014,James,male
Kris Isacsson,2000,Kris,female
Danny Leiner,2004,Danny,male
Rod Lurie,2000,Rod,male
Ben Younger,2000,Ben,male
John Landis,1983,John,male
Glen Morgan,2006,Glen,male
Daniel Taplitz,2004,Daniel,male
Tamara Jenkins,2007,Tamara,female
Linda Mendoza,2003,Linda,female
Christopher McQuarrie,2000,Christopher,male
Burr Steers,2002,Burr,male
Hart Bochner,1994,Hart,male
Stewart Raffill,1984,Stewart,male
Davis Guggenheim,2007,Davis,male
Bart Freundlich,2005,Bart,male
Andrew Fleming,2008,Andrew,male
Kevin Tancharoen,2011,Kevin,male
Marc Forby,2009,Marc,male
Emily Young,2009,Emily,female
Joby Harold,2007,Joby,male
Joel Schumacher,1987,Joel,male
Scott Cooper,2009,Scott,male
Mark Rydell,1979,Mark,male
David E. Talbert,2013,David E.,NA
Alexander Payne,1999,Alexander,male
Mira Nair,2006,Mira,female
Ari Sandel,2015,Ari,male
Vondie Curtis-Hall,2001,Vondie,NA
Tom Elkins,2013,Tom,male
J.C. Chandor,2013,J.C.,NA
John Sayles,1999,John,male
Mervyn LeRoy,1951,Mervyn,male
Darren Lynn Bousman,2008,Darren Lynn,NA
Quentin Tarantino,1994,Quentin,male
Dan Gilroy,2014,Dan,male
Jay Chandrasekhar,2004,Jay,male
Robert Wise,1965,Robert,male
Ron Howard,1984,Ron,male
Jonathan Dayton,2006,Jonathan,male
Rob Reiner,1986,Rob,male
Chris Stokes,2004,Chris,male
Don Siegel,1979,Don,male
Rick Famuyiwa,2002,Rick,male
Martin Lawrence,1996,Martin,male
Jonathan Levine,2011,Jonathan,male
Masayuki Ochiai,2008,Masayuki,NA
Tom Gormican,2014,Tom,male
Ken Shapiro,1981,Ken,male
Justin Tipping,2016,Justin,male
Wes Craven,1994,Wes,male
John Schultz,1999,John,male
Doug Atchison,2006,Doug,male
Tamra Davis,1998,Tamra,female
Jonas Elmer,2009,Jonas,male
Mary Harron,2000,Mary,female
Miguel Arteta,2002,Miguel,male
Troy Duffy,2009,Troy,male
James Ivory,2009,James,male
Nicole Holofcener,2013,Nicole,female
Will Gluck,2010,Will,male
Matty Rich,1994,Matty,male
Joe Nussbaum,2011,Joe,male
Matt Reeves,1996,Matt,male
Steve Rash,1999,Steve,male
Fina Torres,2000,Fina,female
Duke Johnson,2015,Duke,male
Mark L. Lester,1991,Mark L.,NA
Anna Boden,2010,Anna,female
Steve James,1997,Steve,male
John Carney,2013,John,male
David Jacobson,2005,David,male
Michael Corrente,2007,Michael,male
Keith Gordon,2003,Keith,male
Andrew Wilson,2005,Andrew,male
Marc Schölermann,2008,Marc,male
Robert Moresco,2006,Robert,male
John Herzfeld,2007,John,male
Keith Parmer,2014,Keith,male
Bruce Beresford,2016,Bruce,male
Michael Winnick,2016,Michael,male
Bruce Beresford,1989,Bruce,male
George Tillman Jr.,1997,George Tillman,NA
Jason Reitman,2005,Jason,male
Eli Roth,2007,Eli,male
Anand Tucker,2005,Anand,male
Joe Carnahan,2002,Joe,male
Charles Robert Carner,2008,Charles Robert,NA
Russell Holt,2004,Russell,male
Mike Judge,2009,Mike,male
Larry Charles,2003,Larry,male
Siddharth Anand,2007,Siddharth,male
Joe Dante,2009,Joe,male
Robert Marcarelli,1999,Robert,male
Jason Reitman,2007,Jason,male
Francis Ford Coppola,1972,Francis Ford,NA
Adrian Lyne,1983,Adrian,male
Marc Webb,2009,Marc,male
Steven Soderbergh,2012,Steven,male
Jonathan Liebesman,2003,Jonathan,male
Jay Russell,2000,Jay,male
Salim Akil,2011,Salim,male
George Clooney,2005,George,male
Robert Rodriguez,1995,Robert,male
Michael Anderson,1976,Michael,male
Craig R. Baxley,1988,Craig R.,NA
Don Kempf,2000,Don,male
Matt Bettinelli-Olpin,2014,Matt,male
David O. Russell,1996,David O.,NA
Rob Zombie,2005,Rob,male
Rick Famuyiwa,2015,Rick,male
Michael Rymer,1999,Michael,male
Rob Zombie,2003,Rob,male
Sharron Miller,1978,Sharron,female
Ethan Coen,2009,Ethan,male
Aaron Schneider,2009,Aaron,male
Steve Miner,1989,Steve,male
Gina Prince-Bythewood,2014,Gina,female
Tom Ford,2009,Tom,male
Martin Scorsese,1988,Martin,male
Michael Corrente,1999,Michael,male
Don Michael Paul,2007,Don Michael,NA
Mitch Davis,2001,Mitch,male
David Mamet,2008,David,male
Jay Duplass,2010,Jay,male
Kevin Brodie,1999,Kevin,male
Paul Schrader,2002,Paul,male
George Hickenlooper,2006,George,male
Tim Chambers,2009,Tim,male
Rodrigo García,2009,Rodrigo,male
Sofia Coppola,2010,Sofia,female
Bob Gosse,2009,Bob,male
Alex Zamm,1998,Alex,male
Spencer Susser,2010,Spencer,male
Gus Van Sant,2002,Gus Van,NA
Peter Sollett,2015,Peter,male
Shari Springer Berman,2010,Shari Springer,NA
Stephen Milburn Anderson,2010,Stephen Milburn,NA
Francis Ford Coppola,2011,Francis Ford,NA
Richard Rich,2014,Richard,male
Clint Eastwood,1985,Clint,male
Robert C. Cooper,2008,Robert C.,NA
Richard Linklater,1993,Richard,male
Kenny Ortega,2007,Kenny,male
Jackie Earle Haley,2015,Jackie Earle,NA
Arie Posin,2005,Arie,female
Damian Nieman,2003,Damian,male
John R. Leonetti,2014,John R.,NA
John Singleton,1991,John,male
Luis Valdez,1987,Luis,male
Alan Alda,1981,Alan,male
Brian De Palma,1980,Brian De,NA
Stephen Sommers,1993,Stephen,male
Doug Liman,1999,Doug,male
Nicole Holofcener,2006,Nicole,female
Robert Wise,1971,Robert,male
Louis Morneau,1999,Louis,male
Sterling Van Wagenen,2005,Sterling Van,NA
Michael Mayer,2004,Michael,male
Oren Moverman,2009,Oren,male
Dan O'Bannon,1985,Dan,male
Kevin Smith,1995,Kevin,male
Randal Kleiser,1978,Randal,male
Michael Moore,2004,Michael,male
George Roy Hill,1969,George Roy,NA
Robert Stevenson,1964,Robert,male
Robert Redford,1980,Robert,male
Jerome Robbins,1961,Jerome,male
Harold Ramis,1980,Harold,male
Gary Hardwick,2001,Gary,male
Rick Famuyiwa,1999,Rick,male
Bryan Singer,1995,Bryan,male
Stephen Hopkins,1989,Stephen,male
Darren Aronofsky,2008,Darren,male
King Vidor,1946,King,male
Christopher Guest,2000,Christopher,male
Spike Lee,1988,Spike,male
Fred Savage,2007,Fred,male
Christopher Guest,2003,Christopher,male
Donald Petrie,1988,Donald,male
Rusty Cundieff,1995,Rusty,male
Dominique Othenin-Girard,1989,Dominique,female
Richard Linklater,2011,Richard,male
Ed Harris,2000,Ed,male
Risa Bramon Garcia,1999,Risa Bramon,NA
Brian Klugman,2012,Brian,male
Matt Piedmont,2012,Matt,male
Raymond De Felitta,2009,Raymond De,NA
Deb Hagan,2008,Deb,female
Sofia Coppola,1999,Sofia,female
Zach Cregger,2009,Zach,male
Zach Braff,2014,Zach,male
John Cameron Mitchell,2001,John Cameron,NA
Sheldon Lettich,1993,Sheldon,male
Jon Knautz,2015,Jon,male
Billy Ray,2003,Billy,male
David Atkins,2001,David,male
Patrick Stettner,2001,Patrick,male
Sam Peckinpah,1969,Sam,male
Jonathan Levine,2008,Jonathan,male
Sylvio Tabet,1991,Sylvio,male
Rick Bieber,2010,Rick,male
Shana Feste,2009,Shana,female
Joey Lauren Adams,2006,Joey Lauren,NA
Fred Zinnemann,1977,Fred,male
S.R. Bindler,2008,S.R.,NA
Tony Kaye,2006,Tony,male
Greg Marcks,2003,Greg,male
Perry Lang,1994,Perry,male
Jake Goldberger,2009,Jake,male
Stefan Ruzowitzky,2012,Stefan,male
William Kaufman,2011,William,male
Kate Barker-Froyland,2014,Kate,female
Charles Matthau,2012,Charles,male
Christopher M. Bessette,2012,Christopher M.,NA
John Sayles,2002,John,male
Preston A. Whitmore II,2006,Preston A. Whitmore,NA
Stewart Raffill,2010,Stewart,male
George Roy Hill,1973,George Roy,NA
Darren Grant,2005,Darren,male
Joseph Gordon-Levitt,2013,Joseph,male
Clint Eastwood,1973,Clint,male
Terry Zwigoff,2001,Terry,male
William Sachs,1980,William,male
James Cox,2003,James,male
Spike Lee,1989,Spike,male
James Toback,2001,James,male
Collin Schiffli,2014,Collin,male
George Ratliff,2011,George,male
David Wain,2007,David,male
Jeannot Szwarc,1980,Jeannot,NA
Darren Lynn Bousman,2005,Darren Lynn,NA
Dan Trachtenberg,2016,Dan,male
Jeff Tremaine,2002,Jeff,male
David F. Sandberg,2016,David F.,NA
Henry Joost,2011,Henry,male
Stiles White,2014,Stiles,male
Chuck Russell,1987,Chuck,male
Henry Joost,2012,Henry,male
Henry Koster,1953,Henry,male
Rachel Talalay,1991,Rachel,female
Patty Jenkins,2003,Patty,female
Richard Fleischer,1954,Richard,male
Christopher Landon,2014,Christopher,male
David Lynch,1980,David,male
Jean-Marc Vallée,2013,Jean-Marc,NA
David Gelb,2015,David,male
Christopher Nolan,2000,Christopher,male
Mike Flanagan,2013,Mike,male
Kevin Smith,2006,Kevin,male
Nat Faxon,2013,Nat,male
George Jackson,1991,George,male
Maurice Joyce,1999,Maurice,male
Robert Duvall,1997,Robert,male
Frank Perry,1981,Frank,male
Jesse Peretz,2011,Jesse,male
Ice Cube,1998,Ice,NA
John Erick Dowdle,2014,John Erick,NA
Bille Woodruff,2014,Bille,female
Kasi Lemmons,1997,Kasi,female
Richard Glatzer,2014,Richard,male
Michael Curtiz,1954,Michael,male
Bruce Malmuth,1981,Bruce,male
Rob Hedden,1989,Rob,male
Joel Zwick,2002,Joel,male
Harmony Korine,2012,Harmony,female
Joe Chappelle,1995,Joe,male
Mickey Liddell,2008,Mickey,male
John Sayles,1996,John,male
Dwight H. Little,1988,Dwight H.,NA
Fred Walton,1986,Fred,male
Barry Levinson,1982,Barry,male
Steve Carver,1983,Steve,male
Gonzalo López-Gallego,2011,Gonzalo,male
Christine Jeffs,2008,Christine,female
John Erick Dowdle,2015,John Erick,NA
Don Coscarelli,1982,Don,male
King Vidor,1959,King,male
Michael Tiddes,2016,Michael,male
Bill Duke,2009,Bill,male
Frank Borzage,1932,Frank,male
Bille Woodruff,2016,Bille,NA
Mamoru Hosoda,2000,Mamoru,NA
Brian Dannelly,2004,Brian,male
Richard Lester,1976,Richard,male
J.S. Cardone,2001,J.S.,NA
Jay Levey,1989,Jay,male
Nicholaus Goossen,2006,Nicholaus,male
Tamara Jenkins,1998,Tamara,female
Jon Favreau,2001,Jon,male
Scott Marshall,2006,Scott,male
Randall Miller,2008,Randall,male
Jerry Belson,1982,Jerry,male
Michael Polish,2015,Michael,male
Dan Rush,2010,Dan,male
Jake Kasdan,1998,Jake,male
Paul Schrader,1992,Paul,male
Michael Cuesta,2014,Michael,male
John Cameron Mitchell,2010,John Cameron,NA
Fenton Bailey,2003,Fenton,male
Jeremy Saulnier,2015,Jeremy,male
Billy Kent,2006,Billy,male
James Manera,2014,James,male
Wes Anderson,1996,Wes,male
Kevin Spacey,1996,Kevin,male
Errol Morris,2008,Errol,male
Nicholas Fackler,2008,Nicholas,male
Richard Wallace,1947,Richard,male
Morgan J. Freeman,1998,Morgan J.,NA
M. Night Shyamalan,2015,M. Night,NA
Brian De Palma,2007,Brian De,NA
Oren Peli,2015,Oren,male
Stephen Herek,2009,Stephen,male
Bob Saget,2006,Bob,male
Jim Amatulli,2009,Jim,male
William H. Macy,2014,William H.,NA
Barrett Esposito,2014,Barrett,male
Mitch Davis,2015,Mitch,male
Eric Bross,2011,Eric,male
Peter Hyams,1977,Peter,male
Marc Bennett,2012,Marc,male
Mike Mayhall,2015,Mike,male
Kevin Smith,2016,Kevin,male
Stanton Barrett,2015,Stanton,male
Billy Bob Thornton,1996,Billy Bob,NA
Eli Roth,2005,Eli,male
Jeff Nichols,2011,Jeff,male
Frank LaLoggia,1988,Frank,male
Scott Foley,2014,Scott,male
Sam Peckinpah,1973,Sam,male
Gabriela Tagliavini,2011,Gabriela,female
Hugh Wilson,1984,Hugh,male
Randal Kleiser,1980,Randal,male
Amy Heckerling,1982,Amy,female
John Huston,1956,John,male
Spike Lee,2002,Spike,male
Lana Wachowski,1996,Lana,female
Darren Aronofsky,2000,Darren,male
Walter Lang,1945,Walter,male
Andrew Erwin,2014,Andrew,male
Richard Kelly,2001,Richard,male
Jonas Åkerlund,2002,Jonas,male
Todd Solondz,2009,Todd,male
Agnieszka Wojtowicz-Vosloo,2009,Agnieszka,female
Milos Forman,1975,Milos,male
Peter DeLuise,2015,Peter,male
Mel Brooks,1976,Mel,male
Ernie Barbarash,2014,Ernie,male
Kenny Ortega,2006,Kenny,male
George A. Romero,2009,George A.,NA
George A. Romero,1968,George A.,NA
Sofia Coppola,2003,Sofia,female
Woody Allen,1977,Woody,male
Cecil B. DeMille,1952,Cecil B.,NA
Marc Forster,2001,Marc,male
Henry Hobson,2015,Henry,male
Mike Figgis,1995,Mike,male
Duane Journey,2013,Duane,male
Billy Wilder,1974,Billy,male
Rob Cohen,2015,Rob,male
Carol Reed,1956,Carol,female
Lisa Cholodenko,2010,Lisa,female
John Carpenter,1988,John,male
John Sturges,1963,John,male
William Arntz,2004,William,male
Richard Linklater,2014,Richard,male
DJ Pooh,2001,DJ,male
DJ Pooh,2000,DJ,male
Wayne Kramer,2003,Wayne,male
John Huston,1961,John,male
Patrick Stettner,2006,Patrick,male
James Melkonian,1995,James,male
Michael Tiddes,2014,Michael,male
Roger Avary,2002,Roger,male
Alfred Hitchcock,1969,Alfred,male
Bob Odenkirk,2006,Bob,male
Allison Anders,1995,Allison,female
Steven Shainberg,2002,Steven,male
Rick de Oliveira,2003,Rick de,NA
Oliver Stone,1988,Oliver,male
Christopher Guest,1996,Christopher,male
Jeff Franklin,1999,Jeff,male
John Dahl,2007,John,male
Mike Mills,2005,Mike,male
Kevin Smith,2011,Kevin,male
Ron Fricke,2011,Ron,male
Ruggero Deodato,1987,Ruggero,NA
Gavin Wiesen,2011,Gavin,male
Mora Stephens,2015,Mora,female
Mars Callahan,2002,Mars,male
Mike Figgis,1999,Mike,male
David Gordon Green,2013,David Gordon,NA
Renny Harlin,1987,Renny,male
David Schwimmer,2010,David,male
Barry Levinson,2000,Barry,male
Dan Ireland,1998,Dan,male
Jim Mickle,2010,Jim,male
Stephen Kay,1997,Stephen,male
Sam Levinson,2011,Sam,male
Peter H. Hunt,1972,Peter H.,NA
Howard Hughes,1930,Howard,male
Edward Burns,2007,Edward,male
Phil Joanou,2016,Phil,male
Chris Stokes,2012,Chris,male
Mark Griffiths,2012,Mark,male
Sidney Lumet,1976,Sidney,male
Victor Fleming,1939,Victor,male
Sam Peckinpah,1965,Sam,male
Alan Jacobs,2009,Alan,male
George Sidney,1950,George,male
Vincente Minnelli,1948,Vincente,male
John Schlesinger,1969,John,male
Jim Abrahams,1980,Jim,male
Kevin Carraway,2015,Kevin,male
F. Gary Gray,1995,F. Gary,NA
Albert Hughes,1993,Albert,male
Michael Gornick,1987,Michael,male
Sam Peckinpah,1970,Sam,male
Richard Brooks,1967,Richard,male
Fred Zinnemann,1959,Fred,male
Jack Smight,1966,Jack,male
Robert Eggers,2015,Robert,male
Michael Martin,1998,Michael,male
Edward Burns,1996,Edward,male
Bill Condon,1998,Bill,male
Gideon Raff,2008,Gideon,male
Sam Raimi,1987,Sam,male
Louis C.K.,2001,Louis,male
Anthony C. Ferrante,2013,Anthony C.,NA
Robert Cary,2006,Robert,male
Adam Rapp,2005,Adam,male
Angela Robinson,2004,Angela,female
Amanda Gusack,2008,Amanda,female
Avi Nesher,1998,Avi,male
Charles Adelman,2009,Charles,male
Jay Oliva,2013,Jay,male
Charles Ferguson,2015,Charles,male
Mark Young,2014,Mark,male
Mel Brooks,1977,Mel,male
J.C. Chandor,2011,J.C.,NA
Eldar Rapaport,2011,Eldar,NA
Clark Gregg,2008,Clark,male
Damien Chazelle,2014,Damien,male
Nathan Frankowski,2012,Nathan,male
Karen Moncrieff,2006,Karen,female
Bob Clark,1983,Bob,male
Alejandro Monteverde,2006,Alejandro,male
Jennifer Finnigan,2014,Jennifer,female
Eric Styles,1999,Eric,male
Roman Polanski,1968,Roman,male
John Ford,1962,John,male
Max Mayer,2009,Max,male
Mike Mills,2010,Mike,male
John Gulager,2005,John,male
John Landis,1978,John,male
Frank Capra,1946,Frank,male
Tod Williams,2010,Tod,male
Jack Sholder,1985,Jack,male
James DeMonaco,2013,James,male
Scott Derrickson,2012,Scott,male
David Raynr,2002,David,male
Richard Brooks,1958,Richard,male
Ted Post,1970,Ted,male
Charles Martin Smith,1997,Charles Martin,NA
Tom McLoughlin,1986,Tom,male
Patrick Read Johnson,1990,Patrick Read,NA
Alfred Hitchcock,1976,Alfred,male
Billy Wilder,1960,Billy,male
Adam Marcus,1993,Adam,male
Alfred Hitchcock,1966,Alfred,male
Michel Gondry,2005,Michel,male
Benny Boom,2009,Benny,male
Richard Brooks,1960,Richard,male
Stanley Kramer,1961,Stanley,male
David Raynr,1999,David,male
Howard Hawks,1948,Howard,male
Nnegest Likké,2006,Nnegest,NA
Richard Linklater,2013,Richard,male
Christopher Leitch,1987,Christopher,male
Don Coscarelli,1988,Don,male
Michael Schultz,2004,Michael,male
Patricia Cardoso,2002,Patricia,female
Peter M. Cohen,2000,Peter M.,NA
Mira Nair,1996,Mira,female
Nicole Holofcener,2010,Nicole,female
Mel Stuart,1971,Mel,male
Anthony Hickox,1993,Anthony,male
Tom Schulman,1997,Tom,male
Terrence Malick,1978,Terrence,male
Jill Sprecher,2001,Jill,female
Darren Stein,1999,Darren,male
Julian Schnabel,1996,Julian,male
Noah Baumbach,2012,Noah,male
Todd Solondz,1998,Todd,male
George Gallo,2003,George,male
Kevin Smith,2014,Kevin,male
David Nixon,2010,David,male
Matthew Bright,1996,Matthew,male
Michael Landon Jr.,2006,Michael Landon,NA
Whit Stillman,2011,Whit,male
Leslye Headland,2012,Leslye,female
Bobby Roth,2004,Bobby,male
Tim Heidecker,2012,Tim,male
Kate Connor,2011,Kate,female
Deon Taylor,2009,Deon,male
Jason Alexander,1999,Jason,male
Will Canon,2015,Will,male
Philip Zlotorynski,2005,Philip,male
Lance Kawas,2009,Lance,male
Francesca Gregorini,2009,Francesca,female
David Wain,2014,David,male
Craig Moss,2013,Craig,male
Michael Jai White,2011,Michael Jai,NA
John Boorman,1967,John,male
Youssef Delara,2013,Youssef,male
Darin Scott,2014,Darin,male
Christian Sesma,2015,Christian,male
Brian Caunter,2009,Brian,male
Chris D'Arienzo,2010,Chris,male
Frank Capra,1961,Frank,male
Isaac Florentine,2015,Isaac,male
Susan Seidelman,2005,Susan,female
Michael Polish,2014,Michael,male
Heidi Ewing,2010,Heidi,female
Hank Braxtan,2015,Hank,male
Craig Brewer,2005,Craig,male
Billy Wilder,1959,Billy,male
John Carl Buechler,1988,John Carl,NA
Mel Brooks,1974,Mel,male
George A. Romero,2007,George A.,NA
Victor Nunez,1997,Victor,male
Carroll Ballard,1979,Carroll,male
John Ford,1963,John,male
Victor Fleming,1943,Victor,male
Joseph Zito,1984,Joseph,male
Frank Sebastiano,2006,Frank,male
Stacy Peralta,2004,Stacy,female
Tony Giglio,2007,Tony,male
Stanley Donen,1952,Stanley,male
Michael Tiddes,2013,Michael,male
Dinesh D'Souza,2012,Dinesh,male
Tom Hanks,1996,Tom,male
Tommy Lee Wallace,1982,Tommy Lee,NA
Don Taylor,1971,Don,male
Martin Ritt,1963,Martin,male
Leslie Small,2013,Leslie,female
Gus Van Sant,1991,Gus Van,NA
Zach Braff,2004,Zach,male
Richard Linklater,1995,Richard,male
Alison Maclean,1999,Alison,female
Alice Wu,2004,Alice,female
Jake Schreier,2012,Jake,male
James Ponsoldt,2013,James,male
Randall Miller,1990,Randall,male
Larry Charles,2008,Larry,male
Joshua Tickell,2008,Joshua,male
Tim Boxell,2006,Tim,male
Michael D. Sellers,2006,Michael D.,NA
Reed Cowan,2010,Reed,male
Alex Rivera,2008,Alex,male
James Gunn,2010,James,male
John Murlowski,2010,John,male
Danny Perez,2016,Danny,male
Mike Judge,2006,Mike,male
George Sidney,1944,George,male
Carmen Marron,2011,Carmen,female
Tim McCanlies,1998,Tim,male
George Sidney,1951,George,male
Mario Van Peebles,2010,Mario Van,NA
Jason Stone,2014,Jason,male
Jerry Rees,1987,Jerry,male
James Algar,1940,James,male
Jaco Booyens,2014,Jaco,NA
Steve Miner,1982,Steve,male
Danny Steinmann,1985,Danny,male
Michael Landon Jr.,2007,Michael Landon,NA
Jon Gunn,2015,Jon,male
Hayley Cloake,2008,Hayley,female
Tay Garnett,1945,Tay,NA
Rita Merson,2014,Rita,female
William Wyler,1946,William,male
Larry Clark,2001,Larry,male
Robert Fontaine,2015,Robert,male
Patricia Cardoso,2010,Patricia,female
Dan Perri,2015,Dan,male
Anthony O'Brien,2015,Anthony,male
Michael Herz,1989,Michael,male
Woody Allen,1973,Woody,male
David Robert Mitchell,2014,David Robert,NA
Woody Allen,1972,Woody,male
Robert Mulligan,1962,Robert,male
Kimberly Peirce,1999,Kimberly,female
Alex Kendrick,2011,Alex,male
Robert Rossen,1961,Robert,male
Jack Conway,1940,Jack,male
Shari Springer Berman,2003,Shari Springer,NA
Richard Linklater,2004,Richard,male
Catherine Hardwicke,2003,Catherine,female
Elia Kazan,1947,Elia,female
Debra Granik,2010,Debra,female
Henry King,1938,Henry,male
Miranda July,2005,Miranda,female
Charles Ferguson,2010,Charles,male
David Ayer,2005,David,male
Jerry Jameson,2015,Jerry,male
Steven Soderbergh,2002,Steven,male
John Cameron Mitchell,2006,John Cameron,NA
Gary Rogers,2003,Gary,male
Charles Ferguson,2007,Charles,male
Marielle Heller,2015,Marielle,female
Kelly Reichardt,2010,Kelly,female
Fenton Bailey,2005,Fenton,male
Bob Giraldi,2000,Bob,male
Huck Botko,2010,Huck,NA
David Duchovny,2004,David,male
Mitchell Lichtenstein,2007,Mitchell,male
Lance Mungia,1998,Lance,male
Hue Rhodes,2009,Hue,male
Roland Emmerich,2015,Roland,male
Danny Provenzano,2003,Danny,male
Richard LaGravenese,2014,Richard,male
Noah Buschel,2009,Noah,male
Brian Yuzna,1993,Brian,male
Laurie Collyer,2006,Laurie,female
Aaron Hann,2015,Aaron,male
Catherine Hardwicke,2013,Catherine,female
Chris Shadley,2010,Chris,male
Woody Allen,1971,Woody,male
Simon Yin,2012,Simon,male
Jeff Crook,2007,Jeff,male
Orson Welles,1947,Orson,male
Dave Payne,2008,Dave,male
James Cox,2002,James,male
Jonas Åkerlund,2012,Jonas,male
Brad Copeland,2013,Brad,male
Paul Bunnell,2012,Paul,male
Phil Morrison,2013,Phil,male
James Cox,2013,James,male
Richard Lester,1966,Richard,male
Tanner Beard,2011,Tanner,male
Scott Dow,2015,Scott,male
Derick Martini,2015,Derick,male
Jerry Dugan,2015,Jerry,male
Tim Hunter,1986,Tim,male
Michael Polish,2003,Michael,male
William Kaufman,2015,William,male
Jamal Hill,2015,Jamal,male
Elia Kazan,1951,Elia,female
Stanley Kubrick,1964,Stanley,male
Benh Zeitlin,2012,Benh,NA
J. Lee Thompson,1973,J. Lee,NA
Maggie Greenwald,2000,Maggie,female
Vera Farmiga,2011,Vera,female
Morgan Spurlock,2011,Morgan,male
Jonathan Wacks,1993,Jonathan,male
Ted Post,1968,Ted,male
Richard Brooks,1952,Richard,male
Tony Krantz,2007,Tony,male
Mitchell Altieri,2016,Mitchell,male
Corey Grant,2012,Corey,male
Lucky McKee,2002,Lucky,male
David Hunt,2013,David,male
J. Lee Thompson,1972,J. Lee,NA
Todd Field,2001,Todd,male
Steven R. Monroe,2010,Steven R.,NA
Mark Illsley,1999,Mark,male
Frank Capra,1938,Frank,male
Fred Zinnemann,1953,Fred,male
John Ford,1949,John,male
Brad J. Silverman,2013,Brad J.,NA
Dave Meyers,1999,Dave,male
David M. Matthews,2010,David M.,NA
Lluís Quílez,2014,Lluís,NA
Adam Goldberg,2003,Adam,male
Travis Zariwny,2016,Travis,male
Adrienne Shelly,2007,Adrienne,female
Newt Arnold,1988,Newt,male
Frank Capra,1939,Frank,male
Larry Clark,1995,Larry,male
Noah Baumbach,2005,Noah,male
Charles Herman-Wurmfeld,2001,Charles,male
John Stockwell,2016,John,male
Alfred Hitchcock,1945,Alfred,male
Vincent Gallo,1998,Vincent,male
James Wan,2010,James,male
Alex Cox,1984,Alex,male
Rebecca Miller,2005,Rebecca,female
Maggie Carey,2013,Maggie,female
Henry Bean,2001,Henry,male
David Gordon Green,2007,David Gordon,NA
